order_id,customer_id,product_id,order_date,quantity,unit_price,amount,status,region
O000759,C00195,P0031,2026-05-18,4,107.74,430.96,completed,Central
O000760,C00197,P0024,2026-03-26,6,190.42,1142.52,returned,East
O000761,C00026,P0002,2026-01-22,5,358.45,1792.25,completed,South
O000762,C00298,P0013,2026-05-03,4,187.12,748.48,pending,West
O000763,C00286,P0048,2026-01-23,6,351.02,2106.12,cancelled,Central
O000764,C00291,P0008,2026-01-22,6,142.32,853.92,completed,East
O000765,C00092,P0045,2026-04-30,5,7.03,35.15,pending,North
O000766,C00047,P0014,2026-06-10,3,356.93,1070.79,completed,South
O000767,C00064,P0007,2026-02-24,1,129.12,129.12,completed,South
O000768,C00056,P0030,2026-05-01,5,371.15,1855.75,shipped,Central
O000769,C00204,P0024,2026-01-30,1,190.42,190.42,completed,South
O000770,C00220,P0025,2026-02-17,6,163.82,982.92,completed,North
O000771,C00145,P0016,2026-03-22,3,367.12,1101.36,completed,South
O000772,C00232,P0012,2026-02-10,1,339.88,339.88,completed,Central
O000773,C00068,P0002,2026-03-05,2,358.45,716.9,completed,West
O000774,C00244,P0050,2026-01-13,5,314.46,1572.3,returned,Central
O000775,C00147,P0029,2026-01-05,4,353.41,1413.64,completed,Central
O000776,C00228,P0002,2026-05-22,6,358.45,2150.7,shipped,Central
O000777,C00264,P0012,2026-02-02,5,339.88,1699.4,returned,East
O000778,C00232,P0021,2026-02-06,2,250.81,501.62,pending,Central
O000779,C00108,P0032,2026-03-02,1,206.95,206.95,completed,Central
O000780,C00203,P0005,2026-01-05,1,36.89,36.89,completed,North
O000781,C00007,P0018,2026-03-14,3,209.6,628.8,shipped,West
O000782,C00188,P0026,2026-04-21,5,320.92,1604.6,pending,West
O000783,C00138,P0024,2026-05-08,1,190.42,190.42,cancelled,East
O000784,C00248,P0025,2026-04-23,5,163.82,819.1,completed,West
O000785,C00235,P0023,2026-04-13,6,252.53,1515.18,returned,East
O000786,C00058,P0017,2026-05-17,1,227.78,227.78,completed,North
O000787,C00159,P0013,2026-06-03,5,187.12,935.6,shipped,Central
O000788,C00067,P0028,2026-04-03,4,8.66,34.64,cancelled,East
O000789,C00060,P0039,2026-03-30,1,43.18,43.18,shipped,East
O000790,C00014,P0021,2026-04-30,3,250.81,752.43,shipped,South
O000791,C00063,P0012,2026-04-10,2,339.88,679.76,completed,North
O000792,C00212,P0013,2026-04-13,4,187.12,748.48,completed,East
O000793,C00105,P0022,2026-05-02,1,195.43,195.43,cancelled,Central
O000794,C00220,P0036,2026-05-04,2,369.18,738.36,pending,North
O000795,C00021,P0009,2026-03-21,4,399.86,1599.44,completed,Central
O000796,C00033,P0034,2026-04-23,4,130.08,520.32,shipped,East
O000797,C00007,P0045,2026-02-24,5,7.03,35.15,returned,West
O000798,C00252,P0049,2026-02-08,3,170.02,510.06,cancelled,Central
O000799,C00101,P0025,2026-04-27,4,163.82,655.28,shipped,East
O000800,C00228,P0016,2026-06-30,5,367.12,1835.6,cancelled,Central
O000801,C00161,P0049,2026-02-25,1,170.02,170.02,completed,West
O000802,C00245,P0011,2026-05-02,2,185.69,371.38,completed,Central
O000803,C00094,P0038,2026-02-04,4,261.18,1044.72,cancelled,North
O000804,C00051,P0018,2026-01-03,2,209.6,419.2,cancelled,Central
O000805,C00047,P0022,2026-05-07,6,195.43,1172.58,completed,South
O000806,C00104,P0020,2026-04-01,3,385.28,1155.84,shipped,Central
O000807,C00121,P0033,2026-05-12,2,225.35,450.7,completed,North
O000808,C00007,P0035,2026-01-19,6,277.29,1663.74,returned,West
O000809,C00074,P0006,2026-04-05,1,182.61,182.61,returned,West
O000810,C00224,P0001,2026-04-02,2,131.2,262.4,cancelled,North
O000811,C00288,P0002,2026-02-02,5,358.45,1792.25,completed,West
O000812,C00258,P0033,2026-04-10,3,225.35,676.05,completed,West
O000813,C00050,P0008,2026-04-04,2,142.32,284.64,shipped,East
O000814,C00161,P0016,2026-02-13,6,367.12,2202.72,completed,West
O000815,C00284,P0007,2026-01-16,4,129.12,516.48,pending,West
O000816,C00140,P0035,2026-01-15,4,277.29,1109.16,completed,West
O000817,C00141,P0032,2026-02-05,1,206.95,206.95,shipped,Central
O000818,C00225,P0007,2026-04-18,4,129.12,516.48,shipped,West
O000819,C00191,P0044,2026-02-16,6,304.28,1825.68,completed,North
O000820,C00019,P0037,2026-04-19,1,337.76,337.76,shipped,North
O000821,C00205,P0043,2026-03-11,6,250.32,1501.92,completed,North
O000822,C00168,P0006,2026-05-02,4,182.61,730.44,returned,Central
O000823,C00118,P0025,2026-06-26,6,163.82,982.92,completed,East
O000824,C00187,P0008,2026-04-01,6,142.32,853.92,completed,North
O000825,C00194,P0010,2026-02-09,6,139.46,836.76,pending,Central
O000826,C00209,P0017,2026-03-26,2,227.78,455.56,completed,West
O000827,C00250,P0035,2026-06-04,3,277.29,831.87,completed,West
O000828,C00294,P0009,2026-01-04,4,399.86,1599.44,shipped,South
O000829,C00242,P0031,2026-02-02,5,107.74,538.7,pending,North
O000830,C00079,P0017,2026-01-15,4,227.78,911.12,completed,East
O000831,C00173,P0003,2026-03-05,3,221.39,664.17,completed,West
O000832,C00233,P0018,2026-01-28,6,209.6,1257.6,completed,North
O000833,C00038,P0008,2026-02-13,3,142.32,426.96,cancelled,South
O000834,C00123,P0029,2026-04-07,1,353.41,353.41,shipped,North
O000835,C00103,P0045,2026-03-31,3,7.03,21.09,returned,Central
O000836,C00046,P0012,2026-02-07,1,339.88,339.88,pending,East
O000837,C00283,P0003,2026-02-22,2,221.39,442.78,returned,East
O000838,C00068,P0016,2026-03-01,1,367.12,367.12,pending,West
O000839,C00194,P0050,2026-05-03,1,314.46,314.46,shipped,Central
O000840,C00143,P0042,2026-03-09,1,318.54,318.54,completed,Central
O000841,C00245,P0035,2026-05-19,3,277.29,831.87,pending,Central
O000842,C00012,P0032,2026-02-12,6,206.95,1241.7,pending,West
O000843,C00142,P0043,2026-01-13,1,250.32,250.32,cancelled,North
O000844,C00147,P0040,2026-05-30,2,182.51,365.02,cancelled,Central
O000845,C00282,P0015,2026-06-09,5,173.05,865.25,pending,West
O000846,C00239,P0048,2026-04-22,4,351.02,1404.08,shipped,North
O000847,C00148,P0015,2026-01-16,4,173.05,692.2,completed,South
O000848,C00036,P0049,2026-04-11,3,170.02,510.06,pending,South
O000849,C00065,P0030,2026-05-13,4,371.15,1484.6,pending,East
O000850,C00026,P0002,2026-04-02,5,358.45,1792.25,completed,South
O000851,C00222,P0021,2026-03-28,4,250.81,1003.24,completed,East
O000852,C00189,P0033,2026-02-09,5,225.35,1126.75,completed,East
O000853,C00156,P0048,2026-01-31,6,351.02,2106.12,cancelled,Central
O000854,C00108,P0022,2026-06-15,4,195.43,781.72,completed,Central
O000855,C00281,P0005,2026-06-18,2,36.89,73.78,shipped,West
O000856,C00018,P0006,2026-02-16,2,182.61,365.22,cancelled,North
O000857,C00121,P0040,2026-02-16,1,182.51,182.51,shipped,North
O000858,C00053,P0008,2026-04-21,4,142.32,569.28,completed,Central
O000859,C00134,P0041,2026-04-29,2,5.08,10.16,shipped,Central
O000860,C00015,P0028,2026-02-21,5,8.66,43.3,completed,East
O000861,C00015,P0048,2026-04-08,1,351.02,351.02,pending,East
O000862,C00129,P0001,2026-06-13,6,131.2,787.2,completed,North
O000863,C00295,P0041,2026-02-28,2,5.08,10.16,completed,North
O000864,C00268,P0048,2026-02-05,4,351.02,1404.08,completed,East
O000865,C00266,P0049,2026-01-24,3,170.02,510.06,shipped,Central
O000866,C00265,P0047,2026-03-01,6,93.06,558.36,returned,East
O000867,C00152,P0040,2026-02-06,3,182.51,547.53,returned,South
O000868,C00195,P0042,2026-04-27,4,318.54,1274.16,shipped,Central
O000869,C00190,P0037,2026-06-07,2,337.76,675.52,returned,West
O000870,C00176,P0044,2026-01-12,6,304.28,1825.68,cancelled,Central
O000871,C00177,P0014,2026-01-17,4,356.93,1427.72,cancelled,North
O000872,C00054,P0044,2026-01-07,6,304.28,1825.68,cancelled,South
O000873,C00299,P0033,2026-03-23,6,225.35,1352.1,pending,North
O000874,C00272,P0032,2026-01-30,1,206.95,206.95,completed,West
O000875,C00187,P0034,2026-04-15,1,130.08,130.08,completed,North
O000876,C00077,P0012,2026-04-03,2,339.88,679.76,shipped,West
O000877,C00023,P0041,2026-03-08,1,5.08,5.08,completed,North
O000878,C00134,P0027,2026-03-07,5,176.06,880.3,completed,Central
O000879,C00057,P0020,2026-03-18,6,385.28,2311.68,pending,Central
O000880,C00003,P0023,2026-03-28,3,252.53,757.59,pending,East
O000881,C00028,P0014,2026-03-05,2,356.93,713.86,completed,North
O000882,C00100,P0047,2026-06-19,2,93.06,186.12,pending,South
O000883,C00091,P0014,2026-04-22,6,356.93,2141.58,cancelled,North
O000884,C00230,P0026,2026-04-06,4,320.92,1283.68,pending,South
O000885,C00123,P0032,2026-04-27,5,206.95,1034.75,cancelled,North
O000886,C00060,P0008,2026-02-04,2,142.32,284.64,cancelled,East
O000887,C00080,P0023,2026-02-01,4,252.53,1010.12,completed,South
O000888,C00182,P0028,2026-04-09,6,8.66,51.96,completed,Central
O000889,C00298,P0020,2026-03-06,5,385.28,1926.4,completed,West
O000890,C00262,P0022,2026-04-11,5,195.43,977.15,completed,South
O000891,C00285,P0021,2026-06-08,2,250.81,501.62,shipped,West
O000892,C00224,P0022,2026-04-27,5,195.43,977.15,completed,North
O000893,C00065,P0046,2026-03-10,6,289.59,1737.54,shipped,East
O000894,C00016,P0018,2026-05-01,1,209.6,209.6,pending,West
O000895,C00046,P0003,2026-01-30,2,221.39,442.78,completed,East
O000896,C00121,P0036,2026-02-01,1,369.18,369.18,completed,North
O000897,C00019,P0044,2026-03-20,6,304.28,1825.68,returned,North
O000898,C00126,P0009,2026-06-23,6,399.86,2399.16,cancelled,West
O000899,C00064,P0028,2026-06-15,4,8.66,34.64,cancelled,South
O000900,C00156,P0020,2026-04-27,6,385.28,2311.68,cancelled,Central
O000901,C00176,P0006,2026-02-22,2,182.61,365.22,completed,Central
O000902,C00079,P0042,2026-04-30,5,318.54,1592.7,completed,East
O000903,C00137,P0031,2026-03-19,3,107.74,323.22,shipped,East
O000904,C00221,P0033,2026-06-27,1,225.35,225.35,cancelled,East
O000905,C00131,P0038,2026-04-13,2,261.18,522.36,pending,East
O000906,C00239,P0047,2026-02-10,1,93.06,93.06,pending,North
O000907,C00152,P0043,2026-02-25,6,250.32,1501.92,pending,South
O000908,C00037,P0027,2026-04-05,1,176.06,176.06,returned,South
O000909,C00213,P0033,2026-01-28,4,225.35,901.4,completed,North
O000910,C00146,P0008,2026-06-16,5,142.32,711.6,shipped,West
O000911,C00187,P0048,2026-03-15,1,351.02,351.02,returned,North
O000912,C00300,P0030,2026-02-17,1,371.15,371.15,returned,South
O000913,C00059,P0042,2026-02-16,6,318.54,1911.24,completed,East
O000914,C00036,P0038,2026-06-16,2,261.18,522.36,returned,South
O000915,C00027,P0036,2026-01-09,1,369.18,369.18,completed,West
O000916,C00280,P0022,2026-03-04,3,195.43,586.29,pending,East
O000917,C00165,P0034,2026-01-17,6,130.08,780.48,cancelled,Central
O000918,C00261,P0001,2026-03-28,4,131.2,524.8,completed,Central
O000919,C00181,P0039,2026-06-18,4,43.18,172.72,returned,North
O000920,C00016,P0046,2026-02-17,1,289.59,289.59,completed,West
O000921,C00255,P0037,2026-06-15,6,337.76,2026.56,cancelled,Central
O000922,C00218,P0018,2026-06-14,2,209.6,419.2,cancelled,West
O000923,C00182,P0021,2026-04-05,4,250.81,1003.24,completed,Central
O000924,C00147,P0036,2026-04-09,3,369.18,1107.54,cancelled,Central
O000925,C00095,P0004,2026-03-26,3,179.23,537.69,completed,Central
O000926,C00213,P0033,2026-05-27,2,225.35,450.7,cancelled,North
O000927,C00075,P0024,2026-03-17,3,190.42,571.26,shipped,South
O000928,C00085,P0015,2026-01-29,3,173.05,519.15,returned,North
O000929,C00175,P0032,2026-03-30,2,206.95,413.9,completed,South
O000930,C00020,P0015,2026-05-17,5,173.05,865.25,returned,North
O000931,C00297,P0047,2026-05-11,4,93.06,372.24,completed,West
O000932,C00046,P0010,2026-01-21,2,139.46,278.92,cancelled,East
O000933,C00058,P0041,2026-04-20,1,5.08,5.08,completed,North
O000934,C00216,P0037,2026-06-14,5,337.76,1688.8,pending,West
O000935,C00053,P0034,2026-02-20,5,130.08,650.4,shipped,Central
O000936,C00139,P0037,2026-01-31,2,337.76,675.52,completed,North
O000937,C00048,P0003,2026-04-17,6,221.39,1328.34,completed,South
O000938,C00188,P0001,2026-01-15,1,131.2,131.2,completed,West
O000939,C00178,P0027,2026-05-26,5,176.06,880.3,completed,Central
O000940,C00142,P0022,2026-01-01,5,195.43,977.15,cancelled,North
O000941,C00002,P0024,2026-02-07,3,190.42,571.26,pending,West
O000942,C00068,P0048,2026-03-23,4,351.02,1404.08,returned,West
O000943,C00163,P0042,2026-03-11,1,318.54,318.54,cancelled,West
O000944,C00164,P0021,2026-03-08,4,250.81,1003.24,cancelled,North
O000945,C00111,P0027,2026-03-03,3,176.06,528.18,completed,East
O000946,C00283,P0035,2026-06-26,6,277.29,1663.74,completed,East
O000947,C00061,P0021,2026-06-14,1,250.81,250.81,completed,West
O000948,C00167,P0021,2026-05-01,3,250.81,752.43,completed,Central
O000949,C00116,P0048,2026-06-29,2,351.02,702.04,completed,South
O000950,C00201,P0023,2026-05-02,1,252.53,252.53,returned,West
O000951,C00133,P0004,2026-06-25,2,179.23,358.46,completed,West
O000952,C00013,P0039,2026-04-01,2,43.18,86.36,shipped,North
O000953,C00238,P0008,2026-06-18,3,142.32,426.96,completed,West
O000954,C00134,P0034,2026-05-15,4,130.08,520.32,completed,Central
O000955,C00137,P0046,2026-03-30,4,289.59,1158.36,shipped,East
O000956,C00021,P0025,2026-06-02,4,163.82,655.28,completed,Central
O000957,C00019,P0043,2026-02-02,6,250.32,1501.92,cancelled,North
O000958,C00220,P0008,2026-03-31,2,142.32,284.64,shipped,North
O000959,C00200,P0034,2026-01-02,3,130.08,390.24,completed,North
O000960,C00028,P0036,2026-01-16,2,369.18,738.36,completed,North
O000961,C00112,P0044,2026-05-03,1,304.28,304.28,completed,South
O000962,C00149,P0043,2026-01-21,6,250.32,1501.92,completed,North
O000963,C00169,P0017,2026-03-12,1,227.78,227.78,shipped,West
O000964,C00130,P0047,2026-02-23,2,93.06,186.12,returned,South
O000965,C00109,P0037,2026-03-13,5,337.76,1688.8,pending,South
O000966,C00300,P0041,2026-02-06,4,5.08,20.32,pending,South
O000967,C00163,P0040,2026-01-18,2,182.51,365.02,cancelled,West
O000968,C00081,P0009,2026-06-23,1,399.86,399.86,completed,Central
O000969,C00292,P0017,2026-04-26,6,227.78,1366.68,cancelled,Central
O000970,C00299,P0040,2026-05-15,1,182.51,182.51,completed,North
O000971,C00127,P0029,2026-04-09,3,353.41,1060.23,shipped,Central
O000972,C00001,P0002,2026-02-25,3,358.45,1075.35,cancelled,Central
O000973,C00247,P0047,2026-06-20,1,93.06,93.06,returned,North
O000974,C00018,P0042,2026-05-02,2,318.54,637.08,completed,North
O000975,C00057,P0001,2026-06-22,1,131.2,131.2,returned,Central
O000976,C00010,P0005,2026-04-17,2,36.89,73.78,completed,West
O000977,C00226,P0040,2026-02-28,2,182.51,365.02,completed,East
O000978,C00290,P0014,2026-03-19,3,356.93,1070.79,completed,West
O000979,C00118,P0041,2026-05-01,3,5.08,15.24,completed,East
O000980,C00202,P0002,2026-02-01,4,358.45,1433.8,completed,East
O000981,C00219,P0036,2026-06-15,1,369.18,369.18,returned,West
O000982,C00225,P0046,2026-01-06,6,289.59,1737.54,completed,West
O000983,C00228,P0019,2026-03-16,3,93.69,281.07,pending,Central
O000984,C00028,P0021,2026-04-09,1,250.81,250.81,completed,North
O000985,C00042,P0035,2026-05-16,1,277.29,277.29,pending,Central
O000986,C00251,P0042,2026-02-04,2,318.54,637.08,completed,Central
O000987,C00182,P0026,2026-03-20,2,320.92,641.84,cancelled,Central
O000988,C00033,P0017,2026-03-02,6,227.78,1366.68,pending,East
O000989,C00110,P0043,2026-04-21,3,250.32,750.96,completed,East
O000990,C00154,P0028,2026-02-18,4,8.66,34.64,completed,East
O000991,C00064,P0035,2026-03-08,2,277.29,554.58,completed,South
O000992,C00055,P0025,2026-06-23,2,163.82,327.64,completed,South
O000993,C00197,P0039,2026-02-20,4,43.18,172.72,completed,East
O000994,C00247,P0031,2026-01-04,1,107.74,107.74,cancelled,North
O000995,C00064,P0037,2026-04-25,2,337.76,675.52,pending,South
O000996,C00047,P0026,2026-05-08,5,320.92,1604.6,completed,South
O000997,C00185,P0029,2026-05-31,6,353.41,2120.46,cancelled,East
O000998,C00271,P0023,2026-04-17,1,252.53,252.53,shipped,East
O000999,C00139,P0001,2026-03-17,5,131.2,656.0,completed,North
O001000,C00158,P0049,2026-06-03,6,170.02,1020.12,pending,South
O001001,C00008,P0035,2026-05-21,2,277.29,554.58,completed,Central
O001002,C00065,P0012,2026-04-03,2,339.88,679.76,cancelled,East
O001003,C00197,P0044,2026-04-06,2,304.28,608.56,shipped,East
O001004,C00180,P0040,2026-06-27,3,182.51,547.53,completed,East
O001005,C00232,P0008,2026-01-17,1,142.32,142.32,pending,Central
O001006,C00181,P0044,2026-06-28,2,304.28,608.56,pending,North
O001007,C00058,P0021,2026-06-29,3,250.81,752.43,cancelled,North
O001008,C00170,P0010,2026-01-18,6,139.46,836.76,completed,West
O001009,C00292,P0023,2026-04-27,5,252.53,1262.65,pending,Central
O001010,C00139,P0004,2026-02-20,2,179.23,358.46,pending,North
O001011,C00229,P0030,2026-03-08,6,371.15,2226.9,completed,East
O001012,C00263,P0012,2026-05-18,2,339.88,679.76,completed,North
O001013,C00084,P0031,2026-02-17,1,107.74,107.74,cancelled,South
O001014,C00205,P0013,2026-02-07,4,187.12,748.48,completed,North
O001015,C00026,P0044,2026-04-23,2,304.28,608.56,returned,South
O001016,C00220,P0033,2026-06-24,6,225.35,1352.1,shipped,North
O001017,C00140,P0016,2026-04-19,2,367.12,734.24,completed,West
O001018,C00054,P0002,2026-05-13,5,358.45,1792.25,shipped,South
O001019,C00046,P0032,2026-05-26,1,206.95,206.95,completed,East
O001020,C00210,P0007,2026-04-27,6,129.12,774.72,cancelled,Central
O001021,C00073,P0046,2026-01-23,5,289.59,1447.95,returned,West
O001022,C00085,P0024,2026-02-17,1,190.42,190.42,completed,North
O001023,C00256,P0025,2026-04-17,3,163.82,491.46,completed,South
O001024,C00273,P0008,2026-03-22,5,142.32,711.6,completed,Central
O001025,C00287,P0050,2026-03-27,3,314.46,943.38,returned,South
O001026,C00132,P0001,2026-05-20,6,131.2,787.2,completed,West
O001027,C00034,P0002,2026-03-14,3,358.45,1075.35,completed,East
O001028,C00149,P0042,2026-05-24,1,318.54,318.54,returned,North
O001029,C00009,P0011,2026-06-27,1,185.69,185.69,returned,North
O001030,C00220,P0034,2026-02-08,1,130.08,130.08,completed,North
O001031,C00145,P0016,2026-02-09,3,367.12,1101.36,completed,South
O001032,C00291,P0027,2026-02-26,1,176.06,176.06,cancelled,East
O001033,C00010,P0006,2026-02-17,3,182.61,547.83,shipped,West
O001034,C00300,P0022,2026-05-21,6,195.43,1172.58,cancelled,South
O001035,C00258,P0041,2026-03-24,6,5.08,30.48,returned,West
O001036,C00262,P0012,2026-05-02,4,339.88,1359.52,completed,South
O001037,C00228,P0032,2026-02-02,1,206.95,206.95,completed,Central
O001038,C00178,P0001,2026-02-23,5,131.2,656.0,completed,Central
O001039,C00118,P0039,2026-01-06,1,43.18,43.18,pending,East
O001040,C00115,P0042,2026-01-11,3,318.54,955.62,completed,Central
O001041,C00119,P0030,2026-02-25,4,371.15,1484.6,returned,West
O001042,C00047,P0004,2026-02-25,6,179.23,1075.38,pending,South
O001043,C00070,P0045,2026-04-06,2,7.03,14.06,cancelled,South
O001044,C00190,P0043,2026-06-05,4,250.32,1001.28,shipped,West
O001045,C00126,P0014,2026-06-20,5,356.93,1784.65,shipped,West
O001046,C00058,P0025,2026-05-01,5,163.82,819.1,returned,North
O001047,C00216,P0030,2026-04-27,6,371.15,2226.9,completed,West
O001048,C00012,P0043,2026-03-07,5,250.32,1251.6,shipped,West
O001049,C00066,P0021,2026-01-23,2,250.81,501.62,returned,Central
O001050,C00163,P0025,2026-01-11,6,163.82,982.92,completed,West
O001051,C00066,P0027,2026-05-14,6,176.06,1056.36,completed,Central
O001052,C00099,P0020,2026-05-07,3,385.28,1155.84,returned,East
O001053,C00141,P0005,2026-05-26,3,36.89,110.67,returned,Central
O001054,C00072,P0036,2026-02-01,2,369.18,738.36,returned,East
O001055,C00212,P0040,2026-06-09,2,182.51,365.02,pending,East
O001056,C00098,P0025,2026-04-06,1,163.82,163.82,pending,East
O001057,C00204,P0039,2026-01-05,2,43.18,86.36,completed,South
O001058,C00297,P0048,2026-02-26,2,351.02,702.04,returned,West
O001059,C00072,P0011,2026-03-27,1,185.69,185.69,completed,East
O001060,C00255,P0009,2026-01-09,5,399.86,1999.3,returned,Central
O001061,C00103,P0030,2026-04-21,1,371.15,371.15,completed,Central
O001062,C00299,P0022,2026-02-10,6,195.43,1172.58,cancelled,North
O001063,C00299,P0033,2026-01-27,4,225.35,901.4,completed,North
O001064,C00219,P0017,2026-02-10,3,227.78,683.34,completed,West
O001065,C00027,P0003,2026-06-22,2,221.39,442.78,shipped,West
O001066,C00033,P0004,2026-03-12,5,179.23,896.15,completed,East
O001067,C00055,P0016,2026-01-07,5,367.12,1835.6,completed,South
O001068,C00147,P0010,2026-06-04,3,139.46,418.38,shipped,Central
O001069,C00186,P0021,2026-04-07,4,250.81,1003.24,completed,South
O001070,C00263,P0040,2026-04-25,3,182.51,547.53,completed,North
O001071,C00207,P0032,2026-01-16,3,206.95,620.85,completed,West
O001072,C00269,P0004,2026-05-01,5,179.23,896.15,completed,North
O001073,C00205,P0015,2026-04-23,2,173.05,346.1,completed,North
O001074,C00207,P0003,2026-03-11,5,221.39,1106.95,shipped,West
O001075,C00029,P0017,2026-02-13,1,227.78,227.78,pending,North
O001076,C00127,P0020,2026-05-14,3,385.28,1155.84,completed,Central
O001077,C00167,P0010,2026-01-28,5,139.46,697.3,completed,Central
O001078,C00268,P0048,2026-02-06,4,351.02,1404.08,returned,East
O001079,C00014,P0008,2026-02-25,3,142.32,426.96,shipped,South
O001080,C00076,P0005,2026-02-02,5,36.89,184.45,completed,West
O001081,C00014,P0030,2026-04-24,3,371.15,1113.45,shipped,South
O001082,C00070,P0045,2026-01-12,5,7.03,35.15,shipped,South
O001083,C00117,P0035,2026-05-20,4,277.29,1109.16,completed,South
O001084,C00134,P0002,2026-04-20,2,358.45,716.9,cancelled,Central
O001085,C00168,P0044,2026-06-27,2,304.28,608.56,shipped,Central
O001086,C00008,P0044,2026-02-02,1,304.28,304.28,cancelled,Central
O001087,C00240,P0027,2026-03-05,1,176.06,176.06,returned,Central
O001088,C00134,P0038,2026-05-28,5,261.18,1305.9,completed,Central
O001089,C00180,P0031,2026-04-25,3,107.74,323.22,pending,East
O001090,C00220,P0003,2026-05-10,1,221.39,221.39,returned,North
O001091,C00167,P0032,2026-03-27,2,206.95,413.9,completed,Central
O001092,C00163,P0004,2026-02-27,5,179.23,896.15,completed,West
O001093,C00045,P0043,2026-01-16,3,250.32,750.96,completed,South
O001094,C00162,P0029,2026-03-30,4,353.41,1413.64,completed,Central
O001095,C00183,P0032,2026-03-12,1,206.95,206.95,pending,South
O001096,C00025,P0012,2026-01-18,2,339.88,679.76,shipped,East
O001097,C00119,P0019,2026-04-05,3,93.69,281.07,returned,West
O001098,C00063,P0019,2026-04-11,4,93.69,374.76,completed,North
O001099,C00257,P0048,2026-06-22,1,351.02,351.02,cancelled,South
O001100,C00034,P0041,2026-02-14,3,5.08,15.24,completed,East
O001101,C00247,P0005,2026-06-24,2,36.89,73.78,cancelled,North
O001102,C00190,P0016,2026-01-22,4,367.12,1468.48,shipped,West
O001103,C00210,P0031,2026-05-25,2,107.74,215.48,completed,Central
O001104,C00176,P0028,2026-01-09,4,8.66,34.64,completed,Central
O001105,C00094,P0015,2026-01-15,4,173.05,692.2,shipped,North
O001106,C00054,P0019,2026-04-25,2,93.69,187.38,cancelled,South
O001107,C00106,P0034,2026-01-17,3,130.08,390.24,completed,East
O001108,C00066,P0027,2026-02-25,4,176.06,704.24,completed,Central
O001109,C00236,P0026,2026-04-14,3,320.92,962.76,completed,Central
O001110,C00158,P0043,2026-02-16,6,250.32,1501.92,returned,South
O001111,C00247,P0014,2026-02-19,6,356.93,2141.58,returned,North
O001112,C00019,P0043,2026-04-02,5,250.32,1251.6,pending,North
O001113,C00293,P0012,2026-04-07,5,339.88,1699.4,shipped,South
O001114,C00207,P0027,2026-02-28,4,176.06,704.24,returned,West
O001115,C00138,P0041,2026-04-09,5,5.08,25.4,cancelled,East
O001116,C00017,P0045,2026-05-04,1,7.03,7.03,completed,East
O001117,C00242,P0035,2026-03-16,1,277.29,277.29,returned,North
O001118,C00115,P0034,2026-04-05,1,130.08,130.08,pending,Central
O001119,C00289,P0008,2026-06-19,4,142.32,569.28,cancelled,Central
O001120,C00026,P0041,2026-02-04,4,5.08,20.32,completed,South
O001121,C00238,P0041,2026-06-27,6,5.08,30.48,completed,West
O001122,C00228,P0049,2026-03-19,6,170.02,1020.12,completed,Central
O001123,C00154,P0003,2026-06-15,6,221.39,1328.34,pending,East
O001124,C00183,P0023,2026-04-06,1,252.53,252.53,pending,South
O001125,C00142,P0027,2026-04-01,5,176.06,880.3,pending,North
O001126,C00103,P0001,2026-05-15,3,131.2,393.6,completed,Central
O001127,C00269,P0022,2026-03-12,5,195.43,977.15,completed,North
O001128,C00088,P0020,2026-02-25,1,385.28,385.28,returned,West
O001129,C00077,P0022,2026-02-17,4,195.43,781.72,pending,West
O001130,C00076,P0013,2026-01-08,3,187.12,561.36,cancelled,West
O001131,C00237,P0008,2026-04-03,3,142.32,426.96,completed,West
O001132,C00093,P0045,2026-02-13,1,7.03,7.03,completed,South
O001133,C00184,P0045,2026-02-24,6,7.03,42.18,shipped,South
O001134,C00006,P0009,2026-05-20,2,399.86,799.72,completed,South
O001135,C00058,P0019,2026-02-07,4,93.69,374.76,shipped,North
O001136,C00008,P0015,2026-04-26,2,173.05,346.1,returned,Central
O001137,C00229,P0021,2026-05-01,1,250.81,250.81,returned,East
O001138,C00193,P0022,2026-04-12,2,195.43,390.86,completed,South
O001139,C00269,P0043,2026-04-07,2,250.32,500.64,returned,North
O001140,C00007,P0015,2026-02-11,2,173.05,346.1,completed,West
O001141,C00256,P0033,2026-06-17,3,225.35,676.05,returned,South
O001142,C00025,P0030,2026-01-24,5,371.15,1855.75,returned,East
O001143,C00293,P0030,2026-02-18,1,371.15,371.15,returned,South
O001144,C00289,P0038,2026-04-07,1,261.18,261.18,shipped,Central
O001145,C00130,P0040,2026-02-01,4,182.51,730.04,returned,South
O001146,C00213,P0021,2026-02-09,6,250.81,1504.86,completed,North
O001147,C00206,P0001,2026-03-30,1,131.2,131.2,cancelled,Central
O001148,C00112,P0007,2026-03-30,2,129.12,258.24,returned,South
O001149,C00271,P0036,2026-02-15,4,369.18,1476.72,returned,East
O001150,C00275,P0007,2026-06-07,1,129.12,129.12,cancelled,West
O001151,C00137,P0027,2026-02-20,6,176.06,1056.36,shipped,East
O001152,C00184,P0014,2026-04-18,6,356.93,2141.58,completed,South
O001153,C00118,P0035,2026-03-22,2,277.29,554.58,cancelled,East
O001154,C00190,P0010,2026-01-10,1,139.46,139.46,shipped,West
O001155,C00189,P0028,2026-05-03,2,8.66,17.32,returned,East
O001156,C00114,P0041,2026-01-29,3,5.08,15.24,shipped,East
O001157,C00179,P0010,2026-04-01,2,139.46,278.92,completed,East
